chroma_stft,rmse,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,label
0.4129977305720897,0.15544241666793823,1491.6883543742304,2075.8241822446284,3184.355744636465,0.04597629039280186,-218.81058196531538,122.23448614519732,27.92079884612587,23.72294099090877,22.84449850383134,19.024647041483867,8.671313439245617,10.205051596669726,2.470252665055619,5.675140724436737,1.8880236858299206,6.255843927922288,-2.5423968839046016,-0.9176390622607333,-4.774317036185429,1.2110381402409092,-0.38634323213292465,1.1339510876099261,-1.4521904823335916,1.4545352815613204,happy
0.24594656327058462,0.05435216799378395,1355.4361730450762,1593.7948318953859,2316.702657882643,0.0791556060129644,-303.85791599066374,135.9565048955821,1.8379152484985415,-4.874344835949495,-19.61125144732675,-14.642799027774316,-7.090585904458729,2.2619657629043926,-0.6266235943226784,0.7329339400698418,-2.712698814764943,0.26321154740427444,-5.68263128816336,-5.087810373358966,-4.4663986481055415,1.7214842185922397,-3.0623913508700458,1.7261255891705118,-1.3449011339682981,1.3737746633905692,happy
0.2884588470056433,0.10414163768291473,2780.992817647909,2734.3009629630537,5996.347074242937,0.12623015129160217,-161.87329451111208,68.84880098821216,5.828111612919885,11.746237197198726,-9.119324389359043,-9.678359793199157,-10.476908390036202,-13.528168282512553,-7.666642845379317,-0.8980722384359702,-16.028524276999725,-4.743239364855715,-10.33551754474121,-4.159141371291052,-13.45531509534108,-3.056518321244838,-1.854449231803992,5.6202042634605185,5.784561920150486,6.859506691280145,happy
0.4166860667447696,0.10429897159337997,1956.4031550500715,2367.232772563368,4151.241564676858,0.08246359810371517,-232.5759338330963,97.964434216986,50.03633333996162,18.32114082669277,10.174601341745328,9.59076718930228,-1.0367237422704394,3.5347819672194456,-1.3898187609433306,-0.30454127271713877,-5.238749977781155,3.257361357585503,-3.9967066200671146,-0.013200621618599534,-4.56451586782482,-0.29985124557264037,-4.393318567037845,0.5547374109423802,-0.7210764093502288,2.880038790975156,happy
0.3060540205261356,0.025304824113845825,899.6364296672007,1409.7798925235406,1665.9399262891834,0.04864785398123065,-422.3619906894523,166.70169862685444,14.188575052880172,34.02276039269694,6.653825332621966,15.717099831761534,5.715618225875613,5.229516333463313,-2.7468565834237957,-5.439787360241245,2.548735145993778,4.226305209110306,-3.0738211706634804,-0.16421543076489165,-3.1384406975435892,-0.32573780547524067,-6.829199632243366,-2.746969432366798,-4.609185558040018,3.289204551478705,happy
0.3880518086161489,0.10832680016756058,2167.852346377823,2424.56437085662,4589.772246275154,0.09268084546729877,-154.0483755921575,110.41786554599803,4.696546370017129,7.867354722404646,5.456372543685088,-1.633433590428634,0.45033890215980255,-4.3873966913400135,-6.431094026982808,-4.310592008960564,-10.183617181829478,-0.962038124409046,-9.738449442021409,-3.224451140681931,-6.201539369541284,-3.451021063134616,-7.461772946954675,-0.5127283447056946,-7.2093111618042425,1.453308443509961,happy
0.5199393767814585,0.015719475224614143,1267.548707502811,1878.9979065558202,2498.9765556973202,0.05012857065112229,-405.9807662180284,137.2905517309262,18.768568226975738,17.202289989151982,0.9293638298470293,12.990162994436403,2.007724472059153,3.1639139433931227,-1.1703627411794841,2.8102524995866376,-0.5298142023168522,3.8434948467406698,1.4052730480073377,4.013568566104045,2.173937392572968,7.616592060267454,3.154878382615615,3.928425295020316,0.8248620673273047,2.535222995484469,happy
0.5037107847895194,0.2051050066947937,2022.705782731369,2167.545230703954,4321.923865917666,0.0823377485245743,-163.05749095607507,82.91459654385466,12.779816066337492,27.809650803544514,16.039871843972875,10.860073167762456,4.230541429238228,6.682598640275498,-0.7776896073267563,4.76246679553636,2.263065273142601,6.791226155584468,-1.7781944649136765,6.6136711385237374,0.12800303345732666,3.3004363250378117,-1.0403370006700445,5.010324570552635,-3.094354793380091,2.7890909189066466,happy
0.4187303786722498,0.12632566690444946,1508.3272742452073,1841.2439489017102,2985.9486110439243,0.06337036510739164,-150.41773581164006,140.52097090537734,-8.42915977175856,20.628231494940167,3.0789936823156547,2.0137902236379337,-4.867064687235917,4.303035780920025,-9.6227041088898,2.8234499931798447,-7.219281753903808,-0.7579213956371259,-6.24074403378844,-1.2239770738117297,-3.8348186220478504,1.4176356403744783,-5.95523117659222,-0.6151530309782057,-5.522395786760309,-2.6554477376074916,happy
0.35053013199698607,0.06854049116373062,1662.2101973968997,1732.0941005360137,3355.7880413421535,0.07183856786958204,-282.2917185181374,107.12745055082756,-13.245961342081365,19.254110027124348,5.384106623488957,-1.2128552270518702,-0.9420617265594672,2.596164015290813,-5.28050798846815,1.8370996793652763,-0.8182502553745226,2.507007125373304,-0.7903776027501997,1.5890977416802392,-3.9851571221086166,-5.926807835830102,-4.3990756494902294,-0.06837116270815628,-2.1436280860933246,6.316466076987332,happy
